Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type,From_latitude,From_longitude,To_latitude,To_longitude
19/06/2024,PA007,New York,Perth,Economy,"2,685.00",No,3,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
22/10/2024,PA011,Perth,Tokyo,First Class,395.00,No,1,,-31.9558933,115.8605855,35.6821936,139.762221
29/03/2024,PA008,Perth,New York,First Class,639.00,No,3,Dairy Free,-31.9558933,115.8605855,40.7127281,-74.0060152
12/02/2024,PA011,Perth,Tokyo,Premium Economy,"1,615.00",No,2,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
29/04/2024,PA011,Perth,Tokyo,Economy,"2,330.00",No,1,,-31.9558933,115.8605855,35.6821936,139.762221
17/12/2024,PA004,Perth,London,Premium Economy,"1,317.50",No,1,,-31.9558933,115.8605855,51.5074456,-0.1277653
05/09/2024,PA004,Perth,London,Premium Economy,"1,350.00",No,3,,-31.9558933,115.8605855,51.5074456,-0.1277653
08/10/2024,PA005,London,Tokyo,Business Class,772.80,No,1,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
09/01/2024,PA006,Tokyo,London,Economy,"2,845.00",No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
29/01/2024,PA002,New York,London,Economy,"2,280.00",No,2,Vegetarian,40.7127281,-74.0060152,51.5074456,-0.1277653
04/10/2024,PA005,London,Tokyo,Premium Economy,"1,512.50",No,2,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
03/10/2024,PA002,New York,London,Premium Economy,785.00,No,1,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
22/04/2024,PA008,Perth,New York,First Class,398.00,No,1,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
06/09/2024,PA001,London,New York,Economy,"2,830.00",No,1,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
30/05/2024,PA009,New York,Tokyo,Premium Economy,"1,550.00",No,0,Dairy Free,40.7127281,-74.0060152,35.6821936,139.762221
03/09/2024,PA001,London,New York,Premium Economy,837.50,No,0,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
20/09/2024,PA012,Tokyo,Perth,First Class,557.00,No,2,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
24/12/2024,PA010,Tokyo,New York,Premium Economy,"1,660.00",No,3,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
11/06/2024,PA005,London,Tokyo,First Class,300.00,No,1,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
30/07/2024,PA011,Perth,Tokyo,Premium Economy,"1,305.00",No,1,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
22/09/2024,PA005,London,Tokyo,Premium Economy,627.50,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
03/04/2024,PA003,London,Perth,Premium Economy,605.00,No,2,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
27/05/2024,PA005,London,Tokyo,First Class,608.00,No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
21/12/2024,PA009,New York,Tokyo,First Class,272.00,No,2,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
30/10/2024,PA006,Tokyo,London,Economy,"3,195.00",No,3,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
20/12/2024,PA007,New York,Perth,Premium Economy,"1,292.50",No,0,,40.7127281,-74.0060152,-31.9558933,115.8605855
27/01/2024,PA006,Tokyo,London,First Class,495.00,No,1,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
04/04/2024,PA007,New York,Perth,Business Class,253.20,No,3,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
15/01/2024,PA003,London,Perth,Premium Economy,"1,617.50",No,2,,51.5074456,-0.1277653,-31.9558933,115.8605855
12/12/2024,PA005,London,Tokyo,Premium Economy,802.50,No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
02/03/2024,PA009,New York,Tokyo,Economy,"1,910.00",No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
08/10/2024,PA010,Tokyo,New York,Business Class,405.60,No,0,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
19/04/2024,PA006,Tokyo,London,Economy,"3,455.00",No,2,,35.6821936,139.762221,51.5074456,-0.1277653
27/12/2024,PA008,Perth,New York,Business Class,428.40,No,3,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
19/01/2024,PA010,Tokyo,New York,First Class,252.00,No,3,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
20/02/2024,PA007,New York,Perth,Economy,"1,280.00",No,2,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
31/03/2024,PA007,New York,Perth,Economy,"1,100.00",No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
23/11/2024,PA008,Perth,New York,Premium Economy,"1,370.00",No,1,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
04/05/2024,PA012,Tokyo,Perth,First Class,587.00,No,1,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
05/11/2024,PA007,New York,Perth,First Class,256.00,No,3,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
12/02/2024,PA004,Perth,London,Economy,"3,175.00",No,1,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
02/11/2024,PA007,New York,Perth,Business Class,595.20,No,2,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
26/03/2024,PA008,Perth,New York,First Class,523.00,No,1,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
25/12/2024,PA003,London,Perth,First Class,674.00,No,1,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
18/12/2024,PA012,Tokyo,Perth,Business Class,552.00,No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
10/07/2024,PA005,London,Tokyo,First Class,479.00,No,2,Dairy Free,51.5074456,-0.1277653,35.6821936,139.762221
06/04/2024,PA002,New York,London,Premium Economy,587.50,No,3,Vegetarian,40.7127281,-74.0060152,51.5074456,-0.1277653
04/09/2024,PA007,New York,Perth,Economy,"3,215.00",No,0,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
12/09/2024,PA007,New York,Perth,Business Class,832.80,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
04/06/2024,PA006,Tokyo,London,First Class,303.00,No,1,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
06/08/2024,PA007,New York,Perth,Premium Economy,"1,072.50",No,2,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
13/09/2024,PA003,London,Perth,Business Class,700.80,No,2,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
24/11/2024,PA009,New York,Tokyo,First Class,207.00,No,3,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
11/01/2024,PA011,Perth,Tokyo,Premium Economy,"1,570.00",No,3,Dairy Free,-31.9558933,115.8605855,35.6821936,139.762221
07/12/2024,PA001,London,New York,Business Class,608.40,No,1,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
18/10/2024,PA002,New York,London,First Class,594.00,No,0,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
29/05/2024,PA006,Tokyo,London,Premium Economy,880.00,No,0,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
17/06/2024,PA004,Perth,London,First Class,621.00,No,2,Egg Free,-31.9558933,115.8605855,51.5074456,-0.1277653
25/08/2024,PA010,Tokyo,New York,First Class,250.00,No,0,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
13/07/2024,PA003,London,Perth,Premium Economy,"1,072.50",No,3,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
17/11/2024,PA007,New York,Perth,Economy,"2,370.00",No,1,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
25/04/2024,PA010,Tokyo,New York,Business Class,758.40,No,1,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
30/09/2024,PA012,Tokyo,Perth,First Class,658.00,No,0,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
01/08/2024,PA006,Tokyo,London,Business Class,746.40,No,3,,35.6821936,139.762221,51.5074456,-0.1277653
28/12/2024,PA004,Perth,London,First Class,323.00,No,3,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
20/07/2024,PA009,New York,Tokyo,First Class,302.00,No,1,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
27/02/2024,PA004,Perth,London,Business Class,594.00,No,3,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
21/12/2024,PA005,London,Tokyo,First Class,233.00,No,1,Nut Free,51.5074456,-0.1277653,35.6821936,139.762221
04/11/2024,PA004,Perth,London,Business Class,772.80,No,1,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
24/01/2024,PA003,London,Perth,Premium Economy,"1,552.50",No,2,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
11/12/2024,PA012,Tokyo,Perth,Business Class,531.60,No,0,Egg Free,35.6821936,139.762221,-31.9558933,115.8605855
03/02/2024,PA008,Perth,New York,Premium Economy,"1,697.50",No,1,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
31/01/2024,PA011,Perth,Tokyo,Premium Economy,"1,192.50",No,0,,-31.9558933,115.8605855,35.6821936,139.762221
06/11/2024,PA007,New York,Perth,Business Class,333.60,No,3,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
03/03/2024,PA006,Tokyo,London,Economy,"1,140.00",No,1,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
12/02/2024,PA010,Tokyo,New York,Economy,"2,345.00",No,2,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
14/04/2024,PA002,New York,London,Premium Economy,717.50,No,3,,40.7127281,-74.0060152,51.5074456,-0.1277653
15/12/2024,PA007,New York,Perth,Premium Economy,882.50,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
10/10/2024,PA006,Tokyo,London,Economy,"1,560.00",No,2,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
05/02/2024,PA011,Perth,Tokyo,Economy,"3,075.00",No,0,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
05/12/2024,PA003,London,Perth,First Class,226.00,No,3,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
26/10/2024,PA001,London,New York,Premium Economy,"1,137.50",No,1,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
17/02/2024,PA001,London,New York,Economy,"2,230.00",No,1,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
08/10/2024,PA003,London,Perth,Business Class,648.00,No,3,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
05/07/2024,PA010,Tokyo,New York,Business Class,639.60,No,3,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
29/05/2024,PA010,Tokyo,New York,Premium Economy,"1,745.00",No,3,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
27/02/2024,PA005,London,Tokyo,Economy,"2,900.00",No,3,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
04/05/2024,PA004,Perth,London,Premium Economy,"1,277.50",No,3,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
08/11/2024,PA008,Perth,New York,Business Class,348.00,No,2,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
29/03/2024,PA012,Tokyo,Perth,Economy,"3,400.00",No,3,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
26/06/2024,PA001,London,New York,Premium Economy,610.00,No,1,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
22/11/2024,PA008,Perth,New York,Business Class,787.20,No,3,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
12/04/2024,PA002,New York,London,Premium Economy,"1,585.00",No,2,,40.7127281,-74.0060152,51.5074456,-0.1277653
26/03/2024,PA002,New York,London,Business Class,505.20,No,1,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
02/07/2024,PA011,Perth,Tokyo,First Class,507.00,No,1,Vegan,-31.9558933,115.8605855,35.6821936,139.762221
22/06/2024,PA007,New York,Perth,Business Class,446.40,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
20/06/2024,PA008,Perth,New York,Business Class,818.40,No,3,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
18/06/2024,PA010,Tokyo,New York,Premium Economy,"1,630.00",No,0,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
23/09/2024,PA006,Tokyo,London,Business Class,451.20,No,3,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
18/11/2024,PA003,London,Perth,First Class,244.00,No,1,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
26/01/2024,PA010,Tokyo,New York,First Class,261.00,No,1,,35.6821936,139.762221,40.7127281,-74.0060152
24/06/2024,PA004,Perth,London,Economy,"2,305.00",No,3,,-31.9558933,115.8605855,51.5074456,-0.1277653
26/10/2024,PA004,Perth,London,First Class,352.00,No,1,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
26/11/2024,PA006,Tokyo,London,Economy,"3,340.00",No,3,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
06/09/2024,PA008,Perth,New York,Economy,"2,345.00",No,2,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
24/03/2024,PA006,Tokyo,London,Premium Economy,605.00,No,2,Nut Free,35.6821936,139.762221,51.5074456,-0.1277653
02/05/2024,PA008,Perth,New York,Premium Economy,"1,210.00",No,3,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
14/09/2024,PA008,Perth,New York,Premium Economy,"1,605.00",No,2,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
14/09/2024,PA009,New York,Tokyo,Premium Economy,"1,055.00",No,2,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
03/12/2024,PA010,Tokyo,New York,First Class,428.00,No,2,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
04/07/2024,PA001,London,New York,Economy,"2,700.00",No,3,Nut Free,51.5074456,-0.1277653,40.7127281,-74.0060152
31/05/2024,PA002,New York,London,Economy,"2,745.00",No,0,Nut Free,40.7127281,-74.0060152,51.5074456,-0.1277653
15/12/2024,PA011,Perth,Tokyo,Premium Economy,"1,600.00",No,0,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
10/01/2024,PA001,London,New York,Premium Economy,"1,017.50",No,1,,51.5074456,-0.1277653,40.7127281,-74.0060152
02/02/2024,PA006,Tokyo,London,Premium Economy,740.00,No,1,Vegan,35.6821936,139.762221,51.5074456,-0.1277653
21/09/2024,PA011,Perth,Tokyo,Economy,"3,285.00",No,2,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
21/06/2024,PA007,New York,Perth,Economy,"3,075.00",No,1,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
19/04/2024,PA004,Perth,London,Economy,"1,795.00",No,2,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
08/03/2024,PA003,London,Perth,Business Class,753.60,No,3,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
24/03/2024,PA007,New York,Perth,Business Class,328.80,No,1,,40.7127281,-74.0060152,-31.9558933,115.8605855
30/06/2024,PA003,London,Perth,Business Class,763.20,No,3,Dairy Free,51.5074456,-0.1277653,-31.9558933,115.8605855
09/01/2024,PA001,London,New York,Economy,"2,680.00",No,0,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
16/07/2024,PA002,New York,London,First Class,679.00,No,3,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
22/02/2024,PA005,London,Tokyo,Business Class,633.60,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
02/12/2024,PA007,New York,Perth,Business Class,603.60,No,0,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
22/12/2024,PA006,Tokyo,London,Business Class,536.40,No,0,,35.6821936,139.762221,51.5074456,-0.1277653
07/11/2024,PA004,Perth,London,First Class,585.00,No,0,Vegan,-31.9558933,115.8605855,51.5074456,-0.1277653
24/12/2024,PA007,New York,Perth,Business Class,495.60,No,2,Dairy Free,40.7127281,-74.0060152,-31.9558933,115.8605855
23/12/2024,PA008,Perth,New York,Economy,"2,105.00",No,2,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
30/07/2024,PA010,Tokyo,New York,Economy,"1,095.00",No,0,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
22/04/2024,PA008,Perth,New York,Economy,"3,185.00",No,0,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
15/07/2024,PA009,New York,Tokyo,Premium Economy,"1,075.00",No,2,Egg Free,40.7127281,-74.0060152,35.6821936,139.762221
25/12/2024,PA011,Perth,Tokyo,Premium Economy,"1,002.50",No,0,,-31.9558933,115.8605855,35.6821936,139.762221
17/03/2024,PA010,Tokyo,New York,Business Class,783.60,No,3,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
12/04/2024,PA001,London,New York,Economy,"1,930.00",No,2,,51.5074456,-0.1277653,40.7127281,-74.0060152
13/04/2024,PA002,New York,London,Business Class,286.80,No,3,Nut Free,40.7127281,-74.0060152,51.5074456,-0.1277653
30/07/2024,PA004,Perth,London,Premium Economy,"1,605.00",No,1,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
24/12/2024,PA012,Tokyo,Perth,Business Class,364.80,No,2,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
15/04/2024,PA008,Perth,New York,Business Class,538.80,No,2,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
20/10/2024,PA011,Perth,Tokyo,Premium Economy,725.00,No,1,Dairy Free,-31.9558933,115.8605855,35.6821936,139.762221
29/08/2024,PA001,London,New York,First Class,556.00,No,1,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
22/03/2024,PA008,Perth,New York,Business Class,348.00,No,2,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
21/01/2024,PA011,Perth,Tokyo,First Class,204.00,No,0,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
14/06/2024,PA006,Tokyo,London,First Class,471.00,No,2,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
02/04/2024,PA009,New York,Tokyo,Economy,"2,430.00",No,3,Vegan,40.7127281,-74.0060152,35.6821936,139.762221
04/02/2024,PA003,London,Perth,First Class,355.00,No,1,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
25/10/2024,PA011,Perth,Tokyo,Premium Economy,"1,365.00",No,1,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
25/12/2024,PA005,London,Tokyo,Business Class,654.00,No,2,Vegan,51.5074456,-0.1277653,35.6821936,139.762221
28/06/2024,PA010,Tokyo,New York,First Class,590.00,No,1,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
15/04/2024,PA007,New York,Perth,Premium Economy,790.00,No,2,,40.7127281,-74.0060152,-31.9558933,115.8605855
07/04/2024,PA008,Perth,New York,Economy,"3,270.00",No,3,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
01/08/2024,PA012,Tokyo,Perth,First Class,361.00,No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
22/03/2024,PA003,London,Perth,First Class,432.00,No,2,Nut Free,51.5074456,-0.1277653,-31.9558933,115.8605855
17/12/2024,PA002,New York,London,Economy,"1,180.00",No,1,Egg Free,40.7127281,-74.0060152,51.5074456,-0.1277653
13/02/2024,PA001,London,New York,Premium Economy,792.50,No,0,Dairy Free,51.5074456,-0.1277653,40.7127281,-74.0060152
08/12/2024,PA001,London,New York,First Class,236.00,No,0,Egg Free,51.5074456,-0.1277653,40.7127281,-74.0060152
17/06/2024,PA006,Tokyo,London,Business Class,625.20,No,1,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
21/08/2024,PA004,Perth,London,Premium Economy,727.50,No,0,Vegetarian,-31.9558933,115.8605855,51.5074456,-0.1277653
30/09/2024,PA006,Tokyo,London,First Class,519.00,No,1,Vegetarian,35.6821936,139.762221,51.5074456,-0.1277653
14/06/2024,PA010,Tokyo,New York,First Class,379.00,No,1,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
09/08/2024,PA001,London,New York,Premium Economy,"1,707.50",No,0,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
02/09/2024,PA005,London,Tokyo,Business Class,294.00,No,3,,51.5074456,-0.1277653,35.6821936,139.762221
19/11/2024,PA003,London,Perth,Business Class,520.80,No,1,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
24/11/2024,PA009,New York,Tokyo,Business Class,549.60,No,0,Vegetarian,40.7127281,-74.0060152,35.6821936,139.762221
25/09/2024,PA007,New York,Perth,Premium Economy,"1,330.00",No,0,,40.7127281,-74.0060152,-31.9558933,115.8605855
26/09/2024,PA011,Perth,Tokyo,Business Class,490.80,No,1,Egg Free,-31.9558933,115.8605855,35.6821936,139.762221
07/09/2024,PA006,Tokyo,London,Economy,"1,280.00",No,1,,35.6821936,139.762221,51.5074456,-0.1277653
05/06/2024,PA002,New York,London,Business Class,552.00,No,3,Vegan,40.7127281,-74.0060152,51.5074456,-0.1277653
16/09/2024,PA010,Tokyo,New York,Premium Economy,"1,480.00",No,0,Dairy Free,35.6821936,139.762221,40.7127281,-74.0060152
06/09/2024,PA005,London,Tokyo,Premium Economy,782.50,No,2,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
07/04/2024,PA010,Tokyo,New York,Premium Economy,795.00,No,0,Vegetarian,35.6821936,139.762221,40.7127281,-74.0060152
29/04/2024,PA007,New York,Perth,Business Class,298.80,No,3,Egg Free,40.7127281,-74.0060152,-31.9558933,115.8605855
24/04/2024,PA005,London,Tokyo,First Class,639.00,No,2,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
18/01/2024,PA007,New York,Perth,First Class,575.00,No,1,Nut Free,40.7127281,-74.0060152,-31.9558933,115.8605855
30/05/2024,PA008,Perth,New York,First Class,296.00,No,0,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
16/10/2024,PA008,Perth,New York,Economy,"1,270.00",No,1,Vegan,-31.9558933,115.8605855,40.7127281,-74.0060152
22/04/2024,PA007,New York,Perth,Premium Economy,"1,337.50",No,3,Vegan,40.7127281,-74.0060152,-31.9558933,115.8605855
20/05/2024,PA012,Tokyo,Perth,First Class,528.00,No,0,Nut Free,35.6821936,139.762221,-31.9558933,115.8605855
08/11/2024,PA003,London,Perth,First Class,560.00,No,0,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
29/09/2024,PA006,Tokyo,London,First Class,561.00,No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
19/05/2024,PA010,Tokyo,New York,Premium Economy,"1,052.50",No,0,Vegan,35.6821936,139.762221,40.7127281,-74.0060152
20/11/2024,PA010,Tokyo,New York,First Class,529.00,No,2,Egg Free,35.6821936,139.762221,40.7127281,-74.0060152
12/02/2024,PA001,London,New York,Business Class,258.00,No,2,Vegan,51.5074456,-0.1277653,40.7127281,-74.0060152
25/02/2024,PA003,London,Perth,Business Class,834.00,No,3,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
15/08/2024,PA002,New York,London,Premium Economy,"1,382.50",No,1,Nut Free,40.7127281,-74.0060152,51.5074456,-0.1277653
31/01/2024,PA001,London,New York,Economy,"2,985.00",No,1,,51.5074456,-0.1277653,40.7127281,-74.0060152
28/05/2024,PA005,London,Tokyo,Business Class,801.60,No,1,Nut Free,51.5074456,-0.1277653,35.6821936,139.762221
12/03/2024,PA007,New York,Perth,Economy,"2,865.00",No,3,Vegetarian,40.7127281,-74.0060152,-31.9558933,115.8605855
10/05/2024,PA009,New York,Tokyo,Premium Economy,682.50,No,1,,40.7127281,-74.0060152,35.6821936,139.762221
26/08/2024,PA010,Tokyo,New York,Premium Economy,617.50,No,0,Nut Free,35.6821936,139.762221,40.7127281,-74.0060152
05/08/2024,PA003,London,Perth,Premium Economy,995.00,No,1,Vegan,51.5074456,-0.1277653,-31.9558933,115.8605855
26/11/2024,PA011,Perth,Tokyo,Premium Economy,787.50,No,2,Nut Free,-31.9558933,115.8605855,35.6821936,139.762221
25/02/2024,PA005,London,Tokyo,Economy,"1,765.00",No,3,,51.5074456,-0.1277653,35.6821936,139.762221
24/09/2024,PA008,Perth,New York,Economy,"2,420.00",No,3,Nut Free,-31.9558933,115.8605855,40.7127281,-74.0060152
18/08/2024,PA008,Perth,New York,Business Class,670.80,No,2,,-31.9558933,115.8605855,40.7127281,-74.0060152
20/02/2024,PA004,Perth,London,First Class,219.00,No,0,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
26/10/2024,PA008,Perth,New York,Economy,"1,540.00",No,1,,-31.9558933,115.8605855,40.7127281,-74.0060152
11/07/2024,PA004,Perth,London,Premium Economy,"1,120.00",No,3,Dairy Free,-31.9558933,115.8605855,51.5074456,-0.1277653
16/04/2024,PA006,Tokyo,London,Premium Economy,"1,657.50",No,0,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
06/08/2024,PA012,Tokyo,Perth,Premium Economy,922.50,No,2,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
07/06/2024,PA005,London,Tokyo,Business Class,733.20,No,3,Vegetarian,51.5074456,-0.1277653,35.6821936,139.762221
05/02/2024,PA012,Tokyo,Perth,First Class,540.00,No,1,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
12/09/2024,PA011,Perth,Tokyo,Business Class,310.80,No,2,Vegetarian,-31.9558933,115.8605855,35.6821936,139.762221
27/12/2024,PA009,New York,Tokyo,First Class,457.00,No,3,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
03/10/2024,PA006,Tokyo,London,Premium Economy,787.50,No,3,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
20/01/2024,PA012,Tokyo,Perth,Premium Economy,640.00,No,1,Vegetarian,35.6821936,139.762221,-31.9558933,115.8605855
28/02/2024,PA005,London,Tokyo,First Class,638.00,No,0,Egg Free,51.5074456,-0.1277653,35.6821936,139.762221
29/09/2024,PA012,Tokyo,Perth,Business Class,349.20,No,2,Vegan,35.6821936,139.762221,-31.9558933,115.8605855
05/12/2024,PA006,Tokyo,London,Business Class,312.00,No,0,Dairy Free,35.6821936,139.762221,51.5074456,-0.1277653
24/10/2024,PA003,London,Perth,Premium Economy,912.50,No,3,Egg Free,51.5074456,-0.1277653,-31.9558933,115.8605855
02/12/2024,PA004,Perth,London,Premium Economy,"1,227.50",No,3,Nut Free,-31.9558933,115.8605855,51.5074456,-0.1277653
01/05/2024,PA012,Tokyo,Perth,Premium Economy,"1,275.00",No,1,Dairy Free,35.6821936,139.762221,-31.9558933,115.8605855
09/08/2024,PA009,New York,Tokyo,Premium Economy,"1,137.50",No,0,,40.7127281,-74.0060152,35.6821936,139.762221
02/11/2024,PA008,Perth,New York,Premium Economy,805.00,No,0,Egg Free,-31.9558933,115.8605855,40.7127281,-74.0060152
12/10/2024,PA008,Perth,New York,Economy,"2,195.00",No,3,Vegetarian,-31.9558933,115.8605855,40.7127281,-74.0060152
16/02/2024,PA006,Tokyo,London,Economy,"2,350.00",No,2,Egg Free,35.6821936,139.762221,51.5074456,-0.1277653
20/10/2024,PA002,New York,London,Premium Economy,970.00,No,1,Dairy Free,40.7127281,-74.0060152,51.5074456,-0.1277653
19/01/2024,PA009,New York,Tokyo,Business Class,682.80,No,2,Nut Free,40.7127281,-74.0060152,35.6821936,139.762221
10/09/2024,PA001,London,New York,Business Class,716.40,No,1,Vegetarian,51.5074456,-0.1277653,40.7127281,-74.0060152
14/06/2024,PA003,London,Perth,First Class,693.00,No,3,Vegetarian,51.5074456,-0.1277653,-31.9558933,115.8605855
