Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
14/06/2024,PA011,Perth,Tokyo,Economy,"1,545.00",Yes,1,Nut Free
08/03/2024,PA009,New York,Tokyo,Economy,"2,355.00",Yes,3,Vegan
19/05/2024,PA004,Perth,London,Premium Economy,"1,540.00",Yes,0,
21/04/2024,PA009,New York,Tokyo,Premium Economy,"1,315.00",Yes,2,Egg Free
20/11/2024,PA004,Perth,London,Business Class,818.40,Yes,1,Vegan
10/10/2024,PA007,New York,Perth,Premium Economy,"1,110.00",Yes,3,
26/09/2024,PA009,New York,Tokyo,Economy,"1,350.00",Yes,3,Vegetarian
13/02/2024,PA005,London,Tokyo,Premium Economy,685.00,Yes,3,Nut Free
27/01/2024,PA010,Tokyo,New York,First Class,348.00,Yes,2,Dairy Free
17/02/2024,PA001,London,New York,Business Class,397.20,Yes,2,Vegan
31/01/2024,PA005,London,Tokyo,Business Class,806.40,Yes,2,Nut Free
13/11/2024,PA006,Tokyo,London,Premium Economy,"1,440.00",Yes,0,Vegan
21/03/2024,PA011,Perth,Tokyo,Premium Economy,502.50,Yes,0,Vegetarian
07/06/2024,PA008,Perth,New York,Premium Economy,"1,572.50",Yes,2,Egg Free
18/07/2024,PA006,Tokyo,London,Economy,"1,450.00",Yes,1,Vegan
06/01/2024,PA003,London,Perth,Business Class,324.00,Yes,2,Dairy Free
02/02/2024,PA003,London,Perth,Business Class,578.40,Yes,2,Nut Free
29/12/2024,PA011,Perth,Tokyo,Business Class,273.60,Yes,3,Egg Free
23/09/2024,PA009,New York,Tokyo,Business Class,619.20,Yes,3,Vegetarian
25/02/2024,PA002,New York,London,Premium Economy,725.00,Yes,1,Vegetarian
04/04/2024,PA012,Tokyo,Perth,Economy,"2,420.00",Yes,2,Vegan
27/04/2024,PA001,London,New York,Premium Economy,"1,045.00",Yes,0,Nut Free
15/05/2024,PA007,New York,Perth,Premium Economy,850.00,Yes,2,Vegan
28/09/2024,PA010,Tokyo,New York,Business Class,396.00,Yes,3,
22/01/2024,PA007,New York,Perth,Economy,"1,350.00",Yes,3,Vegan
18/03/2024,PA004,Perth,London,Premium Economy,702.50,Yes,3,Vegan
21/07/2024,PA008,Perth,New York,First Class,543.00,Yes,2,Vegan
15/07/2024,PA012,Tokyo,Perth,Premium Economy,"1,422.50",Yes,2,Nut Free
26/07/2024,PA005,London,Tokyo,First Class,578.00,Yes,1,Dairy Free
24/02/2024,PA005,London,Tokyo,Premium Economy,"1,560.00",Yes,3,Dairy Free
02/03/2024,PA012,Tokyo,Perth,Business Class,271.20,Yes,3,Egg Free
26/12/2024,PA003,London,Perth,Premium Economy,787.50,Yes,2,Vegetarian
07/04/2024,PA006,Tokyo,London,Economy,"2,885.00",Yes,1,Dairy Free
19/01/2024,PA010,Tokyo,New York,Business Class,728.40,Yes,1,Dairy Free
29/08/2024,PA008,Perth,New York,First Class,366.00,Yes,1,
12/11/2024,PA002,New York,London,First Class,553.00,Yes,0,
20/04/2024,PA003,London,Perth,Business Class,654.00,Yes,0,Vegetarian
14/10/2024,PA007,New York,Perth,Economy,"1,170.00",Yes,3,Vegan
14/09/2024,PA004,Perth,London,Economy,"2,565.00",Yes,1,Dairy Free
19/02/2024,PA010,Tokyo,New York,Premium Economy,"1,297.50",Yes,2,
17/08/2024,PA009,New York,Tokyo,Economy,"1,125.00",Yes,0,Vegetarian
08/10/2024,PA005,London,Tokyo,First Class,239.00,Yes,3,
04/04/2024,PA011,Perth,Tokyo,Premium Economy,"1,457.50",Yes,0,
20/05/2024,PA003,London,Perth,Economy,"1,935.00",Yes,0,Vegan
24/08/2024,PA008,Perth,New York,Business Class,326.40,Yes,3,Dairy Free
31/05/2024,PA008,Perth,New York,First Class,601.00,Yes,3,Vegan
18/02/2024,PA011,Perth,Tokyo,Premium Economy,595.00,Yes,1,Nut Free
17/08/2024,PA005,London,Tokyo,Economy,"1,895.00",Yes,0,Egg Free
27/03/2024,PA001,London,New York,Economy,"1,630.00",Yes,1,Nut Free
07/01/2024,PA002,New York,London,Premium Economy,"1,227.50",Yes,3,Vegan
09/07/2024,PA001,London,New York,Business Class,351.60,Yes,3,Vegan
16/01/2024,PA010,Tokyo,New York,Business Class,777.60,Yes,3,Nut Free
05/09/2024,PA002,New York,London,First Class,267.00,Yes,3,Dairy Free
02/01/2024,PA010,Tokyo,New York,Business Class,572.40,Yes,0,Vegan
16/11/2024,PA011,Perth,Tokyo,Premium Economy,"1,180.00",Yes,0,
10/02/2024,PA012,Tokyo,Perth,Economy,"1,745.00",Yes,2,Vegan
29/06/2024,PA005,London,Tokyo,First Class,617.00,Yes,3,Nut Free
10/03/2024,PA002,New York,London,Premium Economy,725.00,Yes,1,Vegan
19/08/2024,PA010,Tokyo,New York,Business Class,452.40,Yes,0,Dairy Free
14/10/2024,PA010,Tokyo,New York,First Class,331.00,Yes,2,
14/08/2024,PA011,Perth,Tokyo,Economy,"1,355.00",Yes,0,Vegetarian
29/09/2024,PA007,New York,Perth,Economy,"3,460.00",Yes,3,
21/06/2024,PA005,London,Tokyo,First Class,238.00,Yes,3,Vegan
03/01/2024,PA004,Perth,London,First Class,620.00,Yes,2,
30/11/2024,PA004,Perth,London,Economy,"3,225.00",Yes,2,
30/04/2024,PA001,London,New York,Economy,"2,925.00",Yes,2,Vegetarian
23/11/2024,PA001,London,New York,Business Class,772.80,Yes,3,Dairy Free
03/07/2024,PA003,London,Perth,Premium Economy,555.00,Yes,2,Egg Free
05/11/2024,PA002,New York,London,Premium Economy,"1,030.00",Yes,1,Egg Free
26/06/2024,PA003,London,Perth,Business Class,241.20,Yes,2,Vegetarian
16/03/2024,PA005,London,Tokyo,Business Class,734.40,Yes,2,Vegan
06/01/2024,PA001,London,New York,Business Class,727.20,Yes,2,Nut Free
26/01/2024,PA004,Perth,London,First Class,524.00,Yes,0,Egg Free
25/08/2024,PA011,Perth,Tokyo,Economy,"2,985.00",Yes,1,Vegetarian
11/10/2024,PA005,London,Tokyo,Economy,"1,675.00",Yes,3,Vegetarian
30/03/2024,PA012,Tokyo,Perth,Business Class,272.40,Yes,3,
06/02/2024,PA002,New York,London,Business Class,589.20,Yes,1,Vegetarian
01/08/2024,PA006,Tokyo,London,Business Class,789.60,Yes,0,
28/12/2024,PA009,New York,Tokyo,Economy,"2,705.00",Yes,3,Dairy Free
06/08/2024,PA012,Tokyo,Perth,Business Class,442.80,Yes,3,Nut Free
17/11/2024,PA012,Tokyo,Perth,Premium Economy,"1,585.00",Yes,1,Vegetarian
17/08/2024,PA003,London,Perth,Business Class,532.80,Yes,2,Nut Free
22/09/2024,PA011,Perth,Tokyo,Economy,"2,035.00",Yes,0,Vegetarian
24/10/2024,PA003,London,Perth,Premium Economy,"1,037.50",Yes,1,Nut Free
28/11/2024,PA012,Tokyo,Perth,Business Class,588.00,Yes,2,Nut Free
20/03/2024,PA003,London,Perth,First Class,303.00,Yes,0,
13/08/2024,PA004,Perth,London,Business Class,606.00,Yes,2,Dairy Free
01/03/2024,PA008,Perth,New York,First Class,471.00,Yes,2,Nut Free
22/05/2024,PA004,Perth,London,First Class,670.00,Yes,0,Dairy Free
29/02/2024,PA008,Perth,New York,Business Class,387.60,Yes,2,Egg Free
28/05/2024,PA010,Tokyo,New York,Premium Economy,720.00,Yes,1,
16/10/2024,PA001,London,New York,Premium Economy,662.50,Yes,0,Egg Free
17/12/2024,PA007,New York,Perth,Economy,"1,295.00",Yes,1,Vegan
26/07/2024,PA009,New York,Tokyo,First Class,225.00,Yes,2,Vegan
28/12/2024,PA008,Perth,New York,Premium Economy,542.50,Yes,2,
20/09/2024,PA005,London,Tokyo,Economy,"2,355.00",Yes,3,Egg Free
02/10/2024,PA006,Tokyo,London,Business Class,706.80,Yes,1,Vegan
02/04/2024,PA003,London,Perth,First Class,667.00,Yes,1,Vegan
09/02/2024,PA010,Tokyo,New York,First Class,680.00,Yes,1,Egg Free
03/09/2024,PA009,New York,Tokyo,Business Class,369.60,Yes,2,Nut Free
31/08/2024,PA011,Perth,Tokyo,First Class,284.00,Yes,3,Egg Free
21/01/2024,PA001,London,New York,Business Class,552.00,Yes,3,Dairy Free
10/08/2024,PA006,Tokyo,London,First Class,234.00,Yes,3,Egg Free
16/12/2024,PA012,Tokyo,Perth,Premium Economy,552.50,Yes,2,Dairy Free
04/04/2024,PA002,New York,London,Business Class,304.80,Yes,0,Vegan
13/10/2024,PA009,New York,Tokyo,First Class,410.00,Yes,0,Dairy Free
21/11/2024,PA005,London,Tokyo,Economy,"1,665.00",Yes,0,Nut Free
23/06/2024,PA001,London,New York,Premium Economy,582.50,Yes,3,Nut Free
06/09/2024,PA011,Perth,Tokyo,Premium Economy,710.00,Yes,1,Vegetarian
21/02/2024,PA003,London,Perth,Business Class,436.80,Yes,0,Egg Free
08/10/2024,PA011,Perth,Tokyo,Premium Economy,"1,360.00",Yes,1,Dairy Free
11/11/2024,PA008,Perth,New York,Premium Economy,"1,332.50",Yes,3,Nut Free
21/11/2024,PA012,Tokyo,Perth,First Class,555.00,Yes,0,Nut Free
08/06/2024,PA009,New York,Tokyo,First Class,589.00,Yes,0,Vegan
26/11/2024,PA012,Tokyo,Perth,First Class,495.00,Yes,1,Dairy Free
26/05/2024,PA002,New York,London,Economy,"3,405.00",Yes,3,Vegetarian
17/04/2024,PA006,Tokyo,London,Business Class,550.80,Yes,2,Egg Free
30/08/2024,PA008,Perth,New York,Business Class,602.40,Yes,0,Nut Free
06/01/2024,PA007,New York,Perth,Premium Economy,"1,192.50",Yes,3,Egg Free
04/08/2024,PA007,New York,Perth,Premium Economy,"1,235.00",Yes,1,Vegetarian
28/05/2024,PA006,Tokyo,London,First Class,507.00,Yes,2,
02/04/2024,PA011,Perth,Tokyo,First Class,506.00,Yes,2,Dairy Free
09/11/2024,PA001,London,New York,Economy,"1,370.00",Yes,2,Vegan
09/10/2024,PA006,Tokyo,London,First Class,514.00,Yes,1,
18/12/2024,PA010,Tokyo,New York,Business Class,362.40,Yes,3,Egg Free
31/12/2024,PA001,London,New York,Premium Economy,615.00,Yes,0,Egg Free
21/08/2024,PA010,Tokyo,New York,First Class,421.00,Yes,1,
13/06/2024,PA008,Perth,New York,First Class,632.00,Yes,1,Vegan
04/12/2024,PA005,London,Tokyo,First Class,256.00,Yes,0,Egg Free
03/11/2024,PA012,Tokyo,Perth,Premium Economy,"1,087.50",Yes,0,Vegetarian
26/07/2024,PA007,New York,Perth,Business Class,424.80,Yes,1,Egg Free
29/11/2024,PA007,New York,Perth,Premium Economy,882.50,Yes,0,
15/04/2024,PA006,Tokyo,London,Premium Economy,"1,355.00",Yes,3,
13/12/2024,PA003,London,Perth,Business Class,364.80,Yes,0,Nut Free
04/11/2024,PA009,New York,Tokyo,Economy,"2,045.00",Yes,0,Dairy Free
20/08/2024,PA009,New York,Tokyo,First Class,505.00,Yes,3,Vegan
17/08/2024,PA009,New York,Tokyo,Economy,"2,525.00",Yes,3,Nut Free
23/05/2024,PA011,Perth,Tokyo,Business Class,697.20,Yes,2,Dairy Free
25/08/2024,PA003,London,Perth,Premium Economy,"1,207.50",Yes,0,Dairy Free
08/11/2024,PA009,New York,Tokyo,Premium Economy,670.00,Yes,2,Vegetarian
27/01/2024,PA011,Perth,Tokyo,Business Class,289.20,Yes,2,Dairy Free
07/02/2024,PA004,Perth,London,First Class,583.00,Yes,2,Egg Free
29/12/2024,PA002,New York,London,Premium Economy,740.00,Yes,2,
25/09/2024,PA012,Tokyo,Perth,First Class,485.00,Yes,0,Vegan
24/04/2024,PA007,New York,Perth,First Class,673.00,Yes,3,Vegan
05/12/2024,PA008,Perth,New York,Business Class,734.40,Yes,2,Vegetarian
11/11/2024,PA004,Perth,London,Economy,"3,405.00",Yes,2,Egg Free
02/12/2024,PA008,Perth,New York,First Class,288.00,Yes,0,Vegetarian
14/07/2024,PA005,London,Tokyo,Economy,"2,290.00",Yes,1,Egg Free
10/01/2024,PA002,New York,London,Economy,"3,305.00",Yes,0,
23/08/2024,PA003,London,Perth,Economy,"2,455.00",Yes,1,Dairy Free
22/02/2024,PA009,New York,Tokyo,Premium Economy,507.50,Yes,1,Nut Free
28/05/2024,PA007,New York,Perth,First Class,584.00,Yes,1,Dairy Free
04/01/2024,PA011,Perth,Tokyo,Business Class,692.40,Yes,1,Vegan
02/04/2024,PA004,Perth,London,First Class,280.00,Yes,2,Vegan
25/09/2024,PA004,Perth,London,Business Class,321.60,Yes,3,
30/07/2024,PA001,London,New York,Premium Economy,560.00,Yes,1,Vegan
19/12/2024,PA006,Tokyo,London,Business Class,529.20,Yes,3,Vegan
11/10/2024,PA005,London,Tokyo,First Class,633.00,Yes,0,
16/02/2024,PA010,Tokyo,New York,Business Class,594.00,Yes,3,Vegan
15/06/2024,PA009,New York,Tokyo,Business Class,453.60,Yes,1,Egg Free
20/10/2024,PA003,London,Perth,Business Class,656.40,Yes,1,
19/04/2024,PA001,London,New York,Premium Economy,"1,287.50",Yes,0,Vegan
07/10/2024,PA010,Tokyo,New York,First Class,583.00,Yes,3,Dairy Free
12/12/2024,PA011,Perth,Tokyo,Economy,"1,165.00",Yes,3,Vegetarian
09/12/2024,PA007,New York,Perth,Premium Economy,"1,170.00",Yes,2,Egg Free
13/04/2024,PA009,New York,Tokyo,Economy,"2,110.00",Yes,3,Dairy Free
16/01/2024,PA003,London,Perth,Premium Economy,867.50,Yes,1,Egg Free
11/03/2024,PA004,Perth,London,Business Class,804.00,Yes,2,Vegan
13/06/2024,PA009,New York,Tokyo,First Class,519.00,Yes,2,Nut Free
24/10/2024,PA012,Tokyo,Perth,Business Class,700.80,Yes,0,Vegetarian
31/03/2024,PA001,London,New York,Business Class,553.20,Yes,2,Nut Free
21/02/2024,PA008,Perth,New York,Premium Economy,"1,505.00",Yes,2,Egg Free
11/10/2024,PA006,Tokyo,London,Business Class,704.40,Yes,2,Vegan
18/09/2024,PA002,New York,London,First Class,630.00,Yes,2,
25/10/2024,PA004,Perth,London,First Class,313.00,Yes,3,Egg Free
15/09/2024,PA005,London,Tokyo,First Class,655.00,Yes,0,Dairy Free
19/04/2024,PA002,New York,London,Business Class,423.60,Yes,1,Nut Free
03/04/2024,PA009,New York,Tokyo,Economy,"3,340.00",Yes,3,Egg Free
02/06/2024,PA007,New York,Perth,Business Class,408.00,Yes,2,Vegetarian
10/06/2024,PA010,Tokyo,New York,Premium Economy,"1,317.50",Yes,3,Nut Free
08/01/2024,PA012,Tokyo,Perth,Economy,"3,120.00",Yes,2,Vegetarian
25/09/2024,PA003,London,Perth,Premium Economy,572.50,Yes,0,Egg Free
30/09/2024,PA006,Tokyo,London,Premium Economy,"1,435.00",Yes,1,Vegan
16/09/2024,PA005,London,Tokyo,First Class,233.00,Yes,3,Nut Free
29/07/2024,PA008,Perth,New York,Business Class,520.80,Yes,2,Vegetarian
14/05/2024,PA005,London,Tokyo,First Class,239.00,Yes,2,Dairy Free
18/11/2024,PA007,New York,Perth,Premium Economy,600.00,Yes,1,Vegetarian
27/05/2024,PA009,New York,Tokyo,Economy,"1,520.00",Yes,2,Egg Free
15/07/2024,PA008,Perth,New York,Business Class,316.80,Yes,0,Nut Free
16/11/2024,PA009,New York,Tokyo,Economy,"2,290.00",Yes,2,Vegetarian
11/01/2024,PA012,Tokyo,Perth,First Class,269.00,Yes,1,Nut Free
12/02/2024,PA011,Perth,Tokyo,Business Class,504.00,Yes,2,
24/02/2024,PA008,Perth,New York,Economy,"1,500.00",Yes,1,Vegan
28/01/2024,PA011,Perth,Tokyo,Business Class,512.40,Yes,1,Nut Free
08/02/2024,PA009,New York,Tokyo,Premium Economy,585.00,Yes,2,Vegetarian
19/07/2024,PA008,Perth,New York,Business Class,463.20,Yes,2,Nut Free
20/08/2024,PA006,Tokyo,London,Premium Economy,"1,325.00",Yes,1,Dairy Free
19/11/2024,PA007,New York,Perth,Premium Economy,"1,372.50",Yes,2,
22/03/2024,PA005,London,Tokyo,First Class,340.00,Yes,1,Nut Free
14/02/2024,PA004,Perth,London,Business Class,678.00,Yes,0,Nut Free
20/10/2024,PA004,Perth,London,First Class,616.00,Yes,3,Egg Free
08/12/2024,PA002,New York,London,First Class,333.00,Yes,3,
17/04/2024,PA009,New York,Tokyo,Premium Economy,"1,000.00",Yes,0,
04/02/2024,PA001,London,New York,Premium Economy,537.50,Yes,2,
29/01/2024,PA010,Tokyo,New York,First Class,413.00,Yes,2,Nut Free
27/04/2024,PA003,London,Perth,Premium Economy,965.00,Yes,3,Dairy Free
09/05/2024,PA010,Tokyo,New York,Premium Economy,"1,725.00",Yes,0,Vegetarian
23/12/2024,PA002,New York,London,Premium Economy,"1,475.00",Yes,0,
15/04/2024,PA004,Perth,London,Premium Economy,"1,582.50",Yes,0,Vegetarian
23/12/2024,PA004,Perth,London,Business Class,399.60,Yes,2,Nut Free
27/08/2024,PA012,Tokyo,Perth,Premium Economy,"1,312.50",Yes,2,Nut Free
02/11/2024,PA005,London,Tokyo,Economy,"1,170.00",Yes,3,Dairy Free
21/07/2024,PA007,New York,Perth,Business Class,746.40,Yes,3,Egg Free
15/08/2024,PA009,New York,Tokyo,Business Class,608.40,Yes,2,Dairy Free
11/11/2024,PA009,New York,Tokyo,First Class,456.00,Yes,3,Nut Free
26/04/2024,PA012,Tokyo,Perth,Premium Economy,"1,735.00",Yes,1,Egg Free
26/04/2024,PA002,New York,London,Business Class,338.40,Yes,3,Nut Free
19/05/2024,PA005,London,Tokyo,First Class,341.00,Yes,3,Egg Free
04/07/2024,PA008,Perth,New York,Business Class,622.80,Yes,2,
11/03/2024,PA005,London,Tokyo,Business Class,708.00,Yes,0,Egg Free
15/02/2024,PA005,London,Tokyo,Business Class,309.60,Yes,2,Egg Free
18/04/2024,PA007,New York,Perth,Premium Economy,"1,282.50",Yes,0,Vegetarian
27/10/2024,PA010,Tokyo,New York,First Class,695.00,Yes,2,Egg Free
24/03/2024,PA004,Perth,London,Economy,"1,810.00",Yes,2,
30/01/2024,PA007,New York,Perth,Economy,"2,815.00",Yes,2,Vegan
04/11/2024,PA011,Perth,Tokyo,Premium Economy,"1,145.00",Yes,0,Nut Free
03/08/2024,PA005,London,Tokyo,First Class,334.00,Yes,0,Egg Free
21/11/2024,PA012,Tokyo,Perth,Economy,"1,265.00",Yes,0,Vegan
12/11/2024,PA009,New York,Tokyo,Premium Economy,652.50,Yes,3,Nut Free
28/02/2024,PA003,London,Perth,First Class,415.00,Yes,0,Egg Free
02/06/2024,PA003,London,Perth,Business Class,711.60,Yes,1,Dairy Free
09/08/2024,PA012,Tokyo,Perth,Economy,"1,270.00",Yes,2,Vegetarian
16/03/2024,PA007,New York,Perth,Economy,"3,010.00",Yes,1,Nut Free
04/06/2024,PA005,London,Tokyo,Business Class,799.20,Yes,0,Dairy Free
28/10/2024,PA006,Tokyo,London,Economy,"1,055.00",Yes,2,Dairy Free
09/12/2024,PA007,New York,Perth,Premium Economy,"1,650.00",Yes,3,Vegetarian
18/10/2024,PA006,Tokyo,London,Premium Economy,"1,722.50",Yes,0,Vegetarian
27/04/2024,PA006,Tokyo,London,Premium Economy,805.00,Yes,0,Vegan
16/05/2024,PA006,Tokyo,London,First Class,307.00,Yes,1,Dairy Free
24/04/2024,PA006,Tokyo,London,Premium Economy,855.00,Yes,3,Vegetarian
29/01/2024,PA009,New York,Tokyo,Premium Economy,"1,227.50",Yes,3,Dairy Free
06/08/2024,PA003,London,Perth,Economy,"1,715.00",Yes,0,Egg Free
11/12/2024,PA012,Tokyo,Perth,Business Class,634.80,Yes,1,Vegetarian
15/10/2024,PA004,Perth,London,Economy,"1,405.00",Yes,3,Vegetarian
17/09/2024,PA003,London,Perth,Business Class,411.60,Yes,0,Nut Free
18/11/2024,PA010,Tokyo,New York,Business Class,800.40,Yes,0,Vegetarian
29/01/2024,PA009,New York,Tokyo,Economy,"1,995.00",Yes,0,Egg Free
25/03/2024,PA011,Perth,Tokyo,First Class,201.00,Yes,1,Vegan
22/12/2024,PA002,New York,London,First Class,525.00,Yes,1,Egg Free
26/07/2024,PA009,New York,Tokyo,Economy,"2,685.00",Yes,2,Vegetarian
24/08/2024,PA006,Tokyo,London,First Class,303.00,Yes,3,Dairy Free
10/01/2024,PA010,Tokyo,New York,Premium Economy,927.50,Yes,1,Egg Free
06/10/2024,PA003,London,Perth,Premium Economy,"1,047.50",Yes,3,Egg Free
22/08/2024,PA012,Tokyo,Perth,Business Class,675.60,Yes,0,Vegetarian
23/05/2024,PA003,London,Perth,Economy,"2,815.00",Yes,1,Dairy Free
09/02/2024,PA001,London,New York,Economy,"2,700.00",Yes,0,
13/06/2024,PA006,Tokyo,London,Economy,"1,945.00",Yes,1,Vegetarian
19/09/2024,PA010,Tokyo,New York,Economy,"2,720.00",Yes,0,
23/03/2024,PA012,Tokyo,Perth,Economy,"2,015.00",Yes,3,Dairy Free
07/11/2024,PA006,Tokyo,London,First Class,215.00,Yes,3,Dairy Free
16/05/2024,PA005,London,Tokyo,Business Class,487.20,Yes,1,Nut Free
15/08/2024,PA003,London,Perth,Business Class,496.80,Yes,1,Egg Free
12/07/2024,PA007,New York,Perth,First Class,411.00,Yes,3,
17/06/2024,PA001,London,New York,First Class,462.00,Yes,1,Vegetarian
17/12/2024,PA010,Tokyo,New York,First Class,224.00,Yes,2,
23/08/2024,PA009,New York,Tokyo,First Class,530.00,Yes,3,Egg Free
10/11/2024,PA006,Tokyo,London,Premium Economy,"1,702.50",Yes,0,Egg Free
23/04/2024,PA008,Perth,New York,Economy,"2,630.00",Yes,3,Egg Free
05/10/2024,PA006,Tokyo,London,First Class,659.00,Yes,1,
12/04/2024,PA012,Tokyo,Perth,Premium Economy,"1,222.50",Yes,0,Egg Free
13/01/2024,PA007,New York,Perth,First Class,571.00,Yes,3,Dairy Free
17/06/2024,PA004,Perth,London,Premium Economy,500.00,Yes,2,Egg Free
15/05/2024,PA001,London,New York,Business Class,699.60,Yes,1,
19/02/2024,PA011,Perth,Tokyo,Economy,"2,810.00",Yes,2,Vegetarian
25/03/2024,PA002,New York,London,Economy,"2,325.00",Yes,3,Vegetarian
21/10/2024,PA001,London,New York,Economy,"2,000.00",Yes,0,Nut Free
16/11/2024,PA004,Perth,London,Economy,"1,050.00",Yes,3,Vegetarian
06/04/2024,PA012,Tokyo,Perth,First Class,235.00,Yes,2,Vegetarian
07/06/2024,PA008,Perth,New York,Economy,"2,740.00",Yes,0,Vegan
01/04/2024,PA005,London,Tokyo,Business Class,552.00,Yes,2,Vegan
17/12/2024,PA011,Perth,Tokyo,First Class,208.00,Yes,3,Vegan
10/06/2024,PA006,Tokyo,London,Premium Economy,"1,147.50",Yes,3,Vegan
26/01/2024,PA008,Perth,New York,Economy,"2,610.00",Yes,0,
17/01/2024,PA012,Tokyo,Perth,Business Class,805.20,Yes,1,
04/03/2024,PA001,London,New York,Business Class,697.20,Yes,0,
08/08/2024,PA011,Perth,Tokyo,First Class,582.00,Yes,3,Vegan
20/07/2024,PA001,London,New York,Economy,"2,885.00",Yes,3,Nut Free
17/06/2024,PA008,Perth,New York,Premium Economy,"1,185.00",Yes,3,Nut Free
21/01/2024,PA009,New York,Tokyo,Business Class,411.60,Yes,3,Dairy Free
01/03/2024,PA004,Perth,London,First Class,493.00,Yes,1,Egg Free
12/05/2024,PA005,London,Tokyo,Premium Economy,"1,030.00",Yes,0,Egg Free
25/12/2024,PA007,New York,Perth,Business Class,386.40,Yes,1,
17/04/2024,PA007,New York,Perth,Business Class,355.20,Yes,3,Dairy Free
17/01/2024,PA005,London,Tokyo,Business Class,537.60,Yes,1,Vegan
05/04/2024,PA011,Perth,Tokyo,Business Class,763.20,Yes,3,
03/07/2024,PA004,Perth,London,Business Class,550.80,Yes,1,Dairy Free
25/04/2024,PA007,New York,Perth,Business Class,482.40,Yes,1,Egg Free
24/10/2024,PA011,Perth,Tokyo,Business Class,712.80,Yes,2,Vegan
31/01/2024,PA012,Tokyo,Perth,First Class,397.00,Yes,1,Egg Free
19/02/2024,PA009,New York,Tokyo,Economy,"2,385.00",Yes,2,Vegan
30/10/2024,PA001,London,New York,First Class,287.00,Yes,2,Vegetarian
14/01/2024,PA010,Tokyo,New York,Business Class,636.00,Yes,1,Nut Free
24/02/2024,PA006,Tokyo,London,Premium Economy,"1,132.50",Yes,2,Nut Free
14/08/2024,PA002,New York,London,First Class,429.00,Yes,3,Nut Free
15/10/2024,PA012,Tokyo,Perth,Business Class,273.60,Yes,2,Vegan
19/08/2024,PA008,Perth,New York,Economy,"1,985.00",Yes,3,Dairy Free
04/10/2024,PA006,Tokyo,London,Business Class,357.60,Yes,0,Egg Free
23/05/2024,PA010,Tokyo,New York,Business Class,492.00,Yes,3,
04/07/2024,PA007,New York,Perth,Premium Economy,"1,750.00",Yes,0,Nut Free
31/01/2024,PA004,Perth,London,Economy,"2,845.00",Yes,0,Nut Free
06/10/2024,PA001,London,New York,Business Class,776.40,Yes,2,Vegan
15/11/2024,PA012,Tokyo,Perth,Business Class,456.00,Yes,2,Egg Free
17/09/2024,PA005,London,Tokyo,Economy,"2,995.00",Yes,0,Vegan
03/01/2024,PA008,Perth,New York,Business Class,558.00,Yes,2,Dairy Free
23/10/2024,PA003,London,Perth,Business Class,406.80,Yes,3,Vegan
30/10/2024,PA008,Perth,New York,Economy,"2,310.00",Yes,2,Egg Free
05/07/2024,PA001,London,New York,Premium Economy,835.00,Yes,2,Vegetarian
02/12/2024,PA004,Perth,London,Business Class,482.40,Yes,1,Vegan
22/02/2024,PA012,Tokyo,Perth,First Class,231.00,Yes,1,
07/12/2024,PA010,Tokyo,New York,Business Class,548.40,Yes,0,Vegetarian
29/10/2024,PA004,Perth,London,Premium Economy,905.00,Yes,3,Vegetarian
20/11/2024,PA006,Tokyo,London,First Class,627.00,Yes,3,Vegetarian
01/06/2024,PA011,Perth,Tokyo,Business Class,532.80,Yes,0,Vegetarian
23/07/2024,PA001,London,New York,First Class,418.00,Yes,2,Vegan
07/03/2024,PA002,New York,London,First Class,632.00,Yes,2,
25/07/2024,PA008,Perth,New York,Business Class,766.80,Yes,0,Vegetarian
14/05/2024,PA011,Perth,Tokyo,First Class,503.00,Yes,3,Vegan
08/04/2024,PA006,Tokyo,London,Premium Economy,782.50,Yes,3,
06/06/2024,PA007,New York,Perth,Premium Economy,"1,565.00",Yes,2,Egg Free
25/12/2024,PA003,London,Perth,Premium Economy,"1,225.00",Yes,2,Vegan
19/08/2024,PA007,New York,Perth,Economy,"3,105.00",Yes,1,
06/10/2024,PA008,Perth,New York,Premium Economy,"1,632.50",Yes,3,Vegan
28/02/2024,PA011,Perth,Tokyo,Business Class,626.40,Yes,0,Nut Free
28/09/2024,PA002,New York,London,First Class,521.00,Yes,3,Dairy Free
16/02/2024,PA010,Tokyo,New York,Business Class,259.20,Yes,0,Vegetarian
09/07/2024,PA006,Tokyo,London,First Class,365.00,Yes,2,Dairy Free
14/12/2024,PA011,Perth,Tokyo,Premium Economy,"1,027.50",Yes,2,Dairy Free
09/05/2024,PA012,Tokyo,Perth,Economy,"2,225.00",Yes,3,Nut Free
12/11/2024,PA003,London,Perth,Premium Economy,"1,392.50",Yes,0,Nut Free
12/02/2024,PA006,Tokyo,London,Premium Economy,"1,075.00",Yes,0,Egg Free
11/05/2024,PA003,London,Perth,Economy,"2,000.00",Yes,1,Vegetarian
21/03/2024,PA011,Perth,Tokyo,Economy,"1,465.00",Yes,3,Nut Free
27/08/2024,PA003,London,Perth,First Class,422.00,Yes,1,Dairy Free
18/03/2024,PA002,New York,London,Business Class,409.20,Yes,0,
01/12/2024,PA004,Perth,London,Premium Economy,"1,580.00",Yes,0,Dairy Free
16/12/2024,PA004,Perth,London,Economy,"2,770.00",Yes,0,Dairy Free
